cell	feat	expr_map	expr_ci_lower	expr_ci_upper
3	CEP250	4	2	15
3	MYH10	28	19	41
3	PRKCA	4	2	15
3	ZKSCAN2	0	0	6
3	FBN1	18	11	30
3	QSER1	0	0	8
3	FRY	0	0	8
3	NKTR	0	0	5
3	REV3L	0	0	6
3	KIAA1199	3	2	11
3	KPNA4	0	0	6
3	ZFC3H1	0	0	7
3	ROCK2	14	8	25
3	ABCA2	0	0	6
3	GTF3C1	6	3	15
3	BRCA2	0	0	7
3	SIPA1L3	0	0	6
3	DNAJC13	4	2	12
3	GTF3C4	2	1	10
3	UBR5	0	0	5
3	FLNB	0	0	6
3	GPR107	14	8	26
3	ALMS1	0	0	6
3	CHD8	10	4	24
3	PCNX	11	5	22
3	LYST	2	1	11
3	DSEL	2	1	10
3	DOCK7	4	2	13
3	AFAP1	7	3	18
3	PDS5A	0	0	7
3	HELZ2	0	0	7
3	AFF4	0	0	7
3	LUZP1	0	0	7
3	VPS13D	0	0	7
3	SVEP1	49	36	68
3	USP24	0	0	7
3	CKAP5	4	2	14
3	CBX5	0	0	5
3	DIEXF	0	0	6
3	STARD9	2	1	11
3	THSD4	4	2	13
3	CBL	0	0	7
3	H6PD	4	2	14
3	HIVEP2	0	0	7
3	TNRC6A	2	1	10
3	SCUBE3	2	1	10
3	CREBBP	16	9	30
3	ASCC3	9	4	20
3	TMOD2	0	0	6
3	IQGAP1	8	4	17
3	SLC38A1	0	0	6
3	DIP2B	2	1	11
3	LMTK2	0	0	8
3	PRRC2B	8	4	18
3	FZD4	0	0	7
3	PHIP	5	2	16
3	IGF2R	18	11	31
3	RNF169	0	0	7
3	NRIP1	0	0	6
3	NOTCH2	7	3	17
3	FASN	5	2	15
3	CENPF	0	0	6
69	HELZ2	0	0	7
69	MAN1A2	0	0	7
69	GTF3C1	6	3	15
69	NR4A1	4	2	13
69	USP24	0	0	7
69	MYH10	8	4	17
69	RNF169	0	0	7
69	DYNC1H1	21	13	35
69	NUMA1	7	3	19
69	NOTCH2	0	0	6
69	VCAN	0	0	5
69	CHD8	2	1	12
69	DOPEY1	0	0	7
69	EGFR	2	1	10
69	GPR107	29	20	44
69	SLC7A11	0	0	6
69	PRKDC	9	4	20
69	KIAA1147	0	0	8
69	AFAP1	7	3	18
69	HEATR5B	0	0	7
69	SRRM2	32	22	47
69	SON	0	0	6
69	FAM208B	4	2	14
69	HIVEP1	4	2	13
69	STARD9	0	0	7
69	PCNX	0	0	6
69	COL5A1	39	28	56
69	PAPPA	9	4	20
69	MKI67	0	0	5
69	SLC38A1	0	0	6
69	UBR2	2	1	13
69	SPTAN1	61	46	82
69	KIAA1199	74	59	94
69	PLXNA1	0	0	6
69	PDS5A	0	0	7
69	KIAA2018	0	0	6
69	CBL	0	0	7
69	FASN	0	0	7
69	NRIP1	6	3	16
69	REV3L	0	0	6
69	KIAA1462	6	3	15
69	LUZP1	0	0	7
69	AGPS	0	0	7
69	DSEL	0	0	6
69	COL7A1	0	0	6
69	DOCK7	2	1	10
69	SVEP1	2	1	9
69	ANKRD52	0	0	6
69	PRPF8	46	34	64
69	C17orf51	2	1	9
69	FOSB	0	0	6
69	FBN2	62	48	81
69	ZC3H13	0	0	6
69	HIVEP2	0	0	7
69	IQGAP1	20	12	32
69	LRP1	18	10	31
69	C14orf132	4	2	12
69	AKAP11	0	0	7
69	MALAT1	0	0	5
69	USP9X	4	2	14
69	POLQ	0	0	7
69	MED14	9	4	20
69	TPR	4	2	13
69	ALMS1	7	3	17
69	ARL10	0	0	7
69	FZD4	0	0	7
69	TEAD1	6	3	14
69	ZFC3H1	0	0	7
69	H6PD	2	1	10
69	PTPN14	6	3	16
69	IGF2R	14	8	25
69	PHIP	0	0	7
69	PRKCA	2	1	11
69	PRRC2B	19	11	32
69	NF1	7	3	18
69	FYCO1	0	0	6
69	AFF4	0	0	7
69	HERC2	7	3	18
69	PIK3CA	0	0	7
69	AMOTL1	2	1	11
69	SIPA1L3	2	1	9
69	VPS13A	0	0	6
69	KIDINS220	2	1	10
69	RAB3B	13	7	26
69	CREBBP	2	1	10
69	ITGA2	0	0	6
69	SPTBN1	24	16	37
69	TNRC6A	0	0	6
69	CENPF	0	0	6
69	LYST	0	0	7
69	ALPK2	4	2	13
69	VPS13D	0	0	7
69	ATP11A	0	0	7
69	TNC	0	0	5
69	KPNA4	0	0	6
69	THBS1	276	248	307
69	NKTR	0	0	5
69	FBN1	24	16	38
69	CEP250	0	0	7
69	TLN1	13	7	25
69	FLNC	23	14	36
69	USP34	0	0	7
69	LMTK2	0	0	8
69	ROCK2	8	4	17
69	DIP2C	2	1	10
69	ASCC3	7	3	17
69	NUP98	0	0	7
69	FLNB	11	6	24
69	FRY	5	2	17
69	ZKSCAN2	0	0	6
69	SMARCA5	2	1	9
69	DNAJC13	0	0	6
69	CBX5	0	0	5
69	SLC5A3	0	0	6
69	CACNA1A	7	3	18
69	QSER1	0	0	8
69	TMOD2	0	0	6
69	DIP2B	0	0	7
69	DIEXF	4	2	13
69	SSH1	0	0	6
69	CKAP5	2	1	10
69	CASC5	0	0	7
69	ABCA2	2	1	10
69	UBR5	2	1	9
69	THSD4	0	0	6
69	FLNA	184	159	214
69	GTF3C4	2	1	10
69	SCUBE3	4	2	13
69	BRCA2	0	0	7
69	PIEZO1	0	0	6
17	GTF3C1	17	10	29
17	NR4A1	6	3	16
17	AFAP1	0	0	7
17	FLNB	16	9	30
17	ROCK2	4	2	11
17	CENPF	0	0	6
17	KPNA4	4	2	13
17	C17orf51	0	0	6
17	VCAN	0	0	5
17	CASC5	0	0	7
17	CBX5	0	0	5
17	ARL10	0	0	7
17	SVEP1	6	3	15
17	FBN2	84	68	105
17	PIEZO1	2	1	9
17	LUZP1	0	0	7
17	SPTBN1	42	31	58
17	RNF169	0	0	7
17	SLC7A11	2	1	10
17	TEAD1	16	9	27
17	HELZ2	0	0	7
17	PDS5A	2	1	11
17	SSH1	2	1	10
17	SPTAN1	48	35	66
17	KIAA2018	0	0	6
17	VPS13A	0	0	6
17	USP9X	4	2	14
17	NKTR	2	1	9
17	FBN1	43	31	59
17	H6PD	2	1	10
17	PRRC2B	30	20	45
17	FOSB	13	7	25
17	TLN1	42	30	60
17	AKAP11	0	0	7
17	SON	11	5	22
17	NUP98	17	9	32
17	NF1	14	7	27
17	DIP2B	0	0	7
17	RAB3B	2	1	10
17	FLNA	159	136	188
17	THSD4	4	2	13
17	COL7A1	2	1	10
17	HIVEP2	0	0	7
17	SIPA1L3	0	0	6
17	PHIP	0	0	7
17	REV3L	0	0	6
17	USP34	0	0	7
17	PLXNA1	0	0	6
17	DYNC1H1	17	10	30
17	POLQ	0	0	7
17	TPR	11	5	22
17	NOTCH2	7	3	17
17	NRIP1	0	0	6
17	FAM208B	2	1	11
17	NUMA1	20	12	37
17	PAPPA	0	0	6
17	IQGAP1	18	11	30
17	C14orf132	2	1	9
17	FASN	0	0	7
17	QSER1	0	0	8
17	GPR107	2	1	9
17	PRKCA	17	9	31
17	MALAT1	6	3	15
17	KIAA1462	4	2	12
17	ASCC3	18	11	32
17	ZKSCAN2	0	0	6
17	HEATR5B	0	0	7
17	ZC3H13	2	1	10
17	AGPS	5	2	15
17	MAN1A2	0	0	7
17	DNAJC13	0	0	6
17	FZD4	0	0	7
17	DSEL	0	0	6
17	ALMS1	4	2	14
17	THBS1	303	274	336
17	PRKDC	6	3	17
17	AMOTL1	7	3	19
17	MKI67	0	0	5
17	KIAA1147	0	0	8
17	SMARCA5	0	0	5
17	VPS13D	2	1	11
17	COL5A1	48	35	66
17	KIDINS220	0	0	6
17	TMOD2	0	0	6
17	ITGA2	0	0	6
17	EGFR	4	2	13
17	HIVEP1	2	1	10
17	STARD9	0	0	7
17	USP24	0	0	7
17	KIAA1199	5	3	14
17	DOCK7	0	0	6
17	PCNX	18	10	31
17	PIK3CA	2	1	11
17	HERC2	4	2	14
17	UBR2	2	1	13
17	SRRM2	30	20	45
17	ABCA2	0	0	6
17	CHD8	8	3	20
17	AFF4	0	0	7
17	DOPEY1	0	0	7
17	FYCO1	6	3	16
17	ALPK2	4	2	13
17	SCUBE3	6	3	16
17	FRY	5	2	17
17	TNRC6A	0	0	6
17	LYST	0	0	7
17	CKAP5	9	4	20
17	LMTK2	0	0	8
17	LRP1	33	23	50
17	CREBBP	4	2	14
17	DIEXF	0	0	6
17	TNC	8	4	18
17	PTPN14	22	14	37
17	ANKRD52	0	0	6
17	ZFC3H1	2	1	11
17	CACNA1A	0	0	7
17	GTF3C4	0	0	6
17	SLC38A1	0	0	6
17	CBL	0	0	7
17	DIP2C	2	1	10
17	MED14	2	1	10
17	FLNC	20	13	33
17	MYH10	16	9	27
17	BRCA2	0	0	7
17	IGF2R	4	2	12
17	CEP250	2	1	11
17	PRPF8	57	43	76
17	SLC5A3	0	0	6
17	ATP11A	0	0	7
17	UBR5	4	2	12
63	DSEL	0	0	6
63	STARD9	0	0	7
63	ITGA2	0	0	6
63	VCAN	6	3	15
63	FZD4	0	0	7
63	SON	6	3	16
63	ROCK2	4	2	11
63	FASN	0	0	7
63	LYST	0	0	7
63	PIEZO1	2	1	9
63	DOPEY1	0	0	7
63	SVEP1	4	2	12
63	H6PD	4	2	14
63	CACNA1A	2	1	11
63	PRPF8	0	0	5
63	RAB3B	0	0	6
63	KIAA1462	6	3	15
63	AMOTL1	15	8	29
63	ANKRD52	0	0	6
63	KIAA2018	2	1	10
63	PRKDC	0	0	6
63	USP24	0	0	7
63	PLXNA1	0	0	6
63	VPS13A	9	4	20
63	SMARCA5	0	0	5
63	ZC3H13	2	1	10
63	QSER1	0	0	8
63	DOCK7	4	2	13
63	PIK3CA	0	0	7
63	POLQ	0	0	7
63	LMTK2	0	0	8
63	MYH10	8	4	17
63	TLN1	17	10	30
63	KPNA4	2	1	10
63	SLC5A3	0	0	6
63	AKAP11	0	0	7
63	CKAP5	4	2	14
63	HELZ2	0	0	7
63	DIP2B	0	0	7
63	CASC5	0	0	7
63	ALPK2	6	3	16
63	NKTR	0	0	5
63	GTF3C4	2	1	10
63	VPS13D	2	1	11
63	PTPN14	9	4	19
63	C17orf51	0	0	6
63	AFAP1	9	4	21
63	FLNA	67	52	87
63	PAPPA	18	10	32
63	KIAA1199	19	12	31
63	NF1	4	2	14
63	KIDINS220	2	1	10
63	AFF4	0	0	7
63	ASCC3	4	2	14
63	NUMA1	2	1	12
63	FYCO1	8	4	19
63	SCUBE3	2	1	10
63	THBS1	102	86	123
63	C14orf132	6	3	15
63	ABCA2	0	0	6
63	SSH1	0	0	6
63	FBN2	46	34	62
63	DIP2C	0	0	6
63	TNRC6A	0	0	6
63	BRCA2	0	0	7
63	ZKSCAN2	0	0	6
63	FAM208B	2	1	11
63	LUZP1	2	1	12
63	ATP11A	0	0	7
63	FLNB	2	1	10
63	DNAJC13	2	1	9
63	FBN1	10	5	20
63	GTF3C1	8	4	18
63	DYNC1H1	21	13	35
63	SIPA1L3	6	3	16
63	TMOD2	2	1	10
63	ZFC3H1	0	0	7
63	CHD8	2	1	12
63	CBL	0	0	7
63	ARL10	0	0	7
63	FLNC	25	16	38
63	USP9X	2	1	10
63	PRKCA	7	3	18
63	USP34	0	0	7
63	AGPS	0	0	7
63	SRRM2	15	8	27
63	CEP250	0	0	7
63	SPTAN1	33	22	48
63	IGF2R	6	3	15
63	DIEXF	0	0	6
63	CREBBP	2	1	10
63	HIVEP1	2	1	10
63	HERC2	2	1	11
63	FOSB	4	2	13
63	HEATR5B	0	0	7
63	CBX5	2	1	9
63	LRP1	6	3	16
63	MALAT1	0	0	5
63	UBR5	0	0	5
63	ALMS1	0	0	6
63	IQGAP1	4	2	11
63	PDS5A	4	2	14
63	HIVEP2	5	2	16
63	CENPF	4	2	13
63	PHIP	0	0	7
63	MED14	2	1	10
63	MKI67	0	0	5
63	MAN1A2	0	0	7
63	TNC	0	0	5
63	TEAD1	12	6	22
63	PRRC2B	27	18	42
63	FRY	0	0	8
63	NUP98	2	1	11
63	REV3L	0	0	6
63	UBR2	0	0	8
63	NOTCH2	4	2	14
63	SLC38A1	0	0	6
63	GPR107	2	1	9
63	THSD4	0	0	6
63	PCNX	2	1	10
63	NRIP1	2	1	9
63	COL5A1	24	15	38
63	EGFR	2	1	10
63	SPTBN1	8	4	17
63	NR4A1	0	0	6
63	KIAA1147	0	0	8
63	RNF169	0	0	7
63	SLC7A11	0	0	6
63	COL7A1	0	0	6
63	TPR	15	8	27
31	KIDINS220	2	1	10
31	AFF4	2	1	11
31	CACNA1A	2	1	11
31	PRPF8	40	28	56
31	CASC5	0	0	7
31	COL5A1	105	85	131
31	THSD4	29	19	45
31	DNAJC13	4	2	12
31	FYCO1	6	3	16
31	DOPEY1	0	0	7
31	KIAA1147	0	0	8
31	HERC2	2	1	11
31	TNRC6A	9	4	20
31	DIP2B	0	0	7
31	DIP2C	11	5	23
31	NUP98	15	8	28
31	KPNA4	2	1	10
31	NRIP1	2	1	9
31	FASN	0	0	7
31	ITGA2	0	0	6
31	PRRC2B	19	11	32
31	KIAA1462	36	25	52
31	UBR2	2	1	13
31	SON	15	8	28
31	CHD8	5	2	16
31	FOSB	0	0	6
31	ZC3H13	2	1	10
31	PHIP	0	0	7
31	MAN1A2	2	1	11
31	SLC38A1	4	2	13
31	CBL	4	2	15
31	MALAT1	0	0	5
31	KIAA1199	143	122	169
31	PLXNA1	0	0	6
31	FBN2	163	139	191
31	RNF169	0	0	7
31	SMARCA5	4	2	12
31	NOTCH2	2	1	10
31	ATP11A	2	1	11
31	POLQ	0	0	7
31	SVEP1	0	0	5
31	FLNC	87	70	110
31	USP9X	12	6	24
31	MED14	0	0	6
31	EGFR	0	0	6
31	UBR5	4	2	12
31	AGPS	0	0	7
31	PAPPA	0	0	6
31	TMOD2	0	0	6
31	C17orf51	2	1	9
31	SIPA1L3	0	0	6
31	ZKSCAN2	0	0	6
31	PRKCA	4	2	15
31	GPR107	25	16	39
31	FLNA	375	338	414
31	PRKDC	2	1	10
31	MKI67	0	0	5
31	THBS1	312	282	345
31	IQGAP1	8	4	17
31	CKAP5	7	3	17
31	IGF2R	0	0	5
31	ANKRD52	10	5	21
31	NR4A1	0	0	6
31	RAB3B	13	7	26
31	C14orf132	0	0	6
31	REV3L	2	1	10
31	H6PD	7	3	17
31	ALPK2	6	3	16
31	VPS13A	6	3	17
31	FBN1	26	18	40
31	KIAA2018	0	0	6
31	DSEL	7	3	17
31	CBX5	0	0	5
31	CREBBP	14	7	27
31	BRCA2	0	0	7
31	LRP1	18	10	31
31	LYST	0	0	7
31	MYH10	18	11	29
31	USP34	2	1	11
31	STARD9	0	0	7
31	LMTK2	0	0	8
31	HELZ2	0	0	7
31	VCAN	6	3	15
31	LUZP1	0	0	7
31	GTF3C4	0	0	6
31	NKTR	0	0	5
31	HIVEP2	5	2	16
31	SSH1	2	1	10
31	USP24	0	0	7
31	FZD4	0	0	7
31	TNC	53	40	72
31	SPTAN1	50	37	69
31	FAM208B	2	1	11
31	HEATR5B	2	1	12
31	ROCK2	12	6	22
31	AKAP11	2	1	12
31	SCUBE3	45	32	64
31	PCNX	11	5	22
31	DIEXF	0	0	6
31	DYNC1H1	35	24	51
31	PIEZO1	8	4	19
31	ALMS1	0	0	6
31	QSER1	5	2	17
31	FLNB	4	2	14
31	TPR	0	0	6
31	VPS13D	2	1	11
31	PTPN14	9	4	19
31	SLC5A3	0	0	6
31	TLN1	17	10	30
31	PIK3CA	2	1	11
31	ABCA2	0	0	6
31	SPTBN1	42	31	58
31	SLC7A11	2	1	10
31	AMOTL1	10	4	22
31	CEP250	0	0	7
31	CENPF	0	0	6
31	NUMA1	44	30	65
31	HIVEP1	4	2	13
31	TEAD1	4	2	11
31	NF1	4	2	14
31	COL7A1	2	1	10
31	AFAP1	0	0	7
31	GTF3C1	8	4	18
31	SRRM2	47	34	65
31	ZFC3H1	0	0	7
31	PDS5A	7	3	18
31	ASCC3	0	0	6
31	ARL10	2	1	11
31	FRY	0	0	8
31	DOCK7	0	0	6
45	CKAP5	44	31	64
45	ASCC3	0	0	6
45	DIP2C	4	2	13
45	CHD8	10	4	24
45	FBN1	57	44	76
45	THSD4	2	1	10
45	PDS5A	4	2	14
45	PIK3CA	0	0	7
45	AFF4	0	0	7
45	FLNA	229	201	262
45	MAN1A2	2	1	11
45	CASC5	5	2	15
45	DIEXF	2	1	10
45	TNC	172	147	203
45	KIDINS220	2	1	10
45	SPTBN1	50	38	67
45	H6PD	7	3	17
45	NUMA1	76	57	102
45	KIAA1199	0	0	5
45	NF1	2	1	11
45	LMTK2	0	0	8
45	DOCK7	2	1	10
45	STARD9	0	0	7
45	ALPK2	4	2	13
45	PAPPA	0	0	6
45	AFAP1	2	1	11
45	THBS1	139	119	162
45	ANKRD52	8	4	18
45	MALAT1	4	2	12
45	DYNC1H1	98	79	123
45	SIPA1L3	6	3	16
45	NUP98	50	35	71
45	PLXNA1	4	2	13
45	HIVEP2	7	3	20
45	GTF3C1	6	3	15
45	POLQ	0	0	7
45	IGF2R	27	18	41
45	C17orf51	0	0	6
45	DNAJC13	0	0	6
45	CENPF	58	44	79
45	HEATR5B	0	0	7
45	FYCO1	4	2	13
45	USP9X	2	1	10
45	SMARCA5	8	4	18
45	ITGA2	51	37	71
45	SLC7A11	6	3	16
45	SPTAN1	44	31	61
45	KIAA1147	0	0	8
45	CBL	7	3	18
45	DIP2B	7	3	19
45	FAM208B	19	11	34
45	ATP11A	0	0	7
45	LRP1	24	15	39
45	SLC5A3	0	0	6
45	UBR2	0	0	8
45	TPR	28	19	44
45	MYH10	6	3	14
45	ARL10	0	0	7
45	GPR107	29	20	44
45	USP34	0	0	7
45	SCUBE3	0	0	6
45	KPNA4	0	0	6
45	PCNX	4	2	13
45	ZC3H13	31	21	47
45	NOTCH2	14	7	26
45	EGFR	4	2	13
45	TLN1	6	3	16
45	LUZP1	2	1	12
45	TNRC6A	0	0	6
45	MKI67	76	60	98
45	ROCK2	14	8	25
45	HELZ2	0	0	7
45	NR4A1	0	0	6
45	COL5A1	22	13	35
45	TEAD1	0	0	5
45	FLNC	62	48	82
45	SRRM2	58	44	77
45	UBR5	8	4	17
45	ALMS1	21	12	36
45	NRIP1	4	2	13
45	KIAA2018	4	2	14
45	HIVEP1	4	2	13
45	FLNB	2	1	10
45	ABCA2	4	2	14
45	BRCA2	0	0	7
45	GTF3C4	0	0	6
45	CACNA1A	9	4	22
45	PRKCA	0	0	7
45	DOPEY1	2	1	12
45	PTPN14	11	5	22
45	SSH1	8	4	19
45	CREBBP	26	16	41
45	VCAN	19	11	32
45	HERC2	9	4	21
45	TMOD2	0	0	6
45	DSEL	0	0	6
45	ZKSCAN2	2	1	10
45	PRRC2B	15	8	26
45	FASN	2	1	11
45	VPS13D	4	2	15
45	FOSB	0	0	6
45	REV3L	0	0	6
45	PRPF8	57	43	76
45	RNF169	0	0	7
45	USP24	0	0	7
45	AGPS	0	0	7
45	IQGAP1	18	11	30
45	C14orf132	13	7	24
45	RAB3B	11	5	23
45	QSER1	0	0	8
45	SON	118	96	145
45	FBN2	58	45	76
45	CEP250	2	1	11
45	LYST	2	1	11
45	SLC38A1	2	1	9
45	CBX5	4	2	12
45	PIEZO1	4	2	13
45	PHIP	0	0	7
45	KIAA1462	12	7	24
45	PRKDC	20	12	35
45	COL7A1	0	0	6
45	SVEP1	2	1	9
45	NKTR	0	0	5
45	VPS13A	2	1	10
45	AMOTL1	12	6	26
45	ZFC3H1	14	7	28
45	MED14	2	1	10
45	AKAP11	0	0	7
45	FZD4	0	0	7
45	FRY	0	0	8
60	CEP250	4	2	15
60	DSEL	0	0	6
60	SPTBN1	28	19	41
60	UBR2	0	0	8
60	ALMS1	2	1	10
60	PHIP	0	0	7
60	CBL	0	0	7
60	KIDINS220	0	0	6
60	SMARCA5	0	0	5
60	UBR5	8	4	17
60	STARD9	0	0	7
60	ATP11A	0	0	7
60	VCAN	0	0	5
60	CKAP5	7	3	17
60	SCUBE3	0	0	6
60	THBS1	66	53	83
60	MALAT1	0	0	5
60	SIPA1L3	2	1	9
60	CREBBP	2	1	10
60	PIK3CA	0	0	7
60	FLNB	0	0	6
60	USP34	0	0	7
60	CACNA1A	0	0	7
60	TMOD2	0	0	6
60	FASN	0	0	7
60	DYNC1H1	39	28	56
60	NOTCH2	0	0	6
60	FOSB	0	0	6
60	SRRM2	21	13	35
60	ITGA2	0	0	6
60	HIVEP2	5	2	16
60	ZFC3H1	0	0	7
60	CHD8	0	0	8
60	GPR107	4	2	12
60	KIAA1462	10	5	21
60	RAB3B	4	2	13
60	LRP1	9	4	19
60	HELZ2	0	0	7
60	ALPK2	0	0	6
60	NRIP1	0	0	6
60	KIAA2018	4	2	14
60	PCNX	9	4	19
60	PRPF8	14	8	26
60	USP24	2	1	12
60	FYCO1	6	3	16
60	ZKSCAN2	0	0	6
60	TNRC6A	6	3	17
60	EGFR	2	1	10
60	LMTK2	0	0	8
60	ASCC3	2	1	10
60	NR4A1	0	0	6
60	DIP2C	9	4	20
60	BRCA2	0	0	7
60	TPR	13	7	25
60	C17orf51	0	0	6
60	AGPS	0	0	7
60	CBX5	2	1	9
60	H6PD	0	0	6
60	NUP98	15	8	28
60	TNC	0	0	5
60	SVEP1	2	1	9
60	GTF3C1	10	5	21
60	NUMA1	10	4	23
60	DIEXF	0	0	6
60	SSH1	2	1	10
60	FBN2	34	24	48
60	GTF3C4	0	0	6
60	ZC3H13	2	1	10
60	SLC5A3	0	0	6
60	FAM208B	0	0	7
60	PIEZO1	0	0	6
60	LYST	0	0	7
60	FLNC	23	14	36
60	NKTR	0	0	5
60	MED14	0	0	6
60	CENPF	0	0	6
60	AFAP1	12	6	25
60	CASC5	0	0	7
60	PAPPA	0	0	6
60	PDS5A	4	2	14
60	FBN1	12	6	22
60	HIVEP1	0	0	6
60	DNAJC13	6	3	15
60	SLC38A1	0	0	6
60	VPS13D	0	0	7
60	HERC2	2	1	11
60	MKI67	0	0	5
60	USP9X	0	0	6
60	PRKCA	17	9	31
60	VPS13A	0	0	6
60	MAN1A2	0	0	7
60	C14orf132	2	1	9
60	DIP2B	2	1	11
60	ARL10	0	0	7
60	SLC7A11	0	0	6
60	PTPN14	15	9	28
60	IQGAP1	0	0	5
60	POLQ	0	0	7
60	FZD4	0	0	7
60	ANKRD52	0	0	6
60	FRY	0	0	8
60	SPTAN1	28	19	43
60	HEATR5B	0	0	7
60	THSD4	0	0	6
60	DOPEY1	0	0	7
60	AFF4	0	0	7
60	KPNA4	0	0	6
60	IGF2R	6	3	15
60	RNF169	0	0	7
60	KIAA1147	0	0	8
60	ABCA2	0	0	6
60	QSER1	0	0	8
60	FLNA	108	89	132
60	COL5A1	15	8	27
60	DOCK7	2	1	10
60	TLN1	31	21	47
60	COL7A1	0	0	6
60	AMOTL1	0	0	7
60	SON	15	8	28
60	PRRC2B	21	13	34
60	ROCK2	6	3	14
60	MYH10	10	5	19
60	TEAD1	4	2	11
60	PLXNA1	0	0	6
60	KIAA1199	0	0	5
60	LUZP1	2	1	12
60	PRKDC	0	0	6
60	NF1	0	0	6
60	AKAP11	0	0	7
60	REV3L	0	0	6
18	GTF3C4	0	0	6
18	SLC5A3	0	0	6
18	SVEP1	4	2	12
18	DOPEY1	0	0	7
18	PRKDC	4	2	13
18	RAB3B	9	4	20
18	SLC38A1	8	4	19
18	QSER1	0	0	8
18	CBX5	2	1	9
18	SIPA1L3	0	0	6
18	SRRM2	32	22	47
18	SMARCA5	6	3	15
18	IQGAP1	40	29	56
18	FZD4	0	0	7
18	HEATR5B	0	0	7
18	DIEXF	6	3	16
18	FYCO1	17	10	31
18	PIEZO1	4	2	13
18	THSD4	13	7	26
18	PRPF8	35	25	51
18	ITGA2	4	2	13
18	LMTK2	0	0	8
18	MAN1A2	0	0	7
18	EGFR	2	1	10
18	CACNA1A	0	0	7
18	UBR2	0	0	8
18	TEAD1	6	3	14
18	BRCA2	0	0	7
18	MED14	2	1	10
18	PTPN14	47	34	66
18	HERC2	2	1	11
18	NR4A1	0	0	6
18	KIAA2018	7	3	17
18	NF1	7	3	18
18	SSH1	2	1	10
18	ATP11A	2	1	11
18	FRY	0	0	8
18	USP9X	9	4	21
18	USP24	0	0	7
18	KPNA4	2	1	10
18	KIAA1199	124	104	148
18	TNC	66	51	87
18	DOCK7	6	3	17
18	GPR107	4	2	12
18	DNAJC13	4	2	12
18	VPS13D	14	7	28
18	HELZ2	2	1	11
18	CEP250	4	2	15
18	AMOTL1	15	8	29
18	CHD8	8	3	20
18	AFAP1	0	0	7
18	NUP98	2	1	11
18	SPTAN1	83	66	106
18	FASN	0	0	7
18	FLNA	190	164	221
18	CASC5	0	0	7
18	FBN1	20	13	33
18	TLN1	49	36	68
18	CENPF	2	1	10
18	DYNC1H1	28	19	43
18	PIK3CA	0	0	7
18	H6PD	7	3	17
18	C17orf51	6	3	16
18	ALMS1	0	0	6
18	FLNC	54	41	72
18	ZFC3H1	2	1	11
18	SLC7A11	9	4	19
18	PDS5A	0	0	7
18	ANKRD52	2	1	9
18	HIVEP1	9	4	20
18	STARD9	0	0	7
18	SCUBE3	2	1	10
18	DSEL	0	0	6
18	AGPS	0	0	7
18	USP34	0	0	7
18	ZKSCAN2	0	0	6
18	COL7A1	6	3	17
18	AKAP11	2	1	12
18	MYH10	10	5	19
18	C14orf132	8	4	18
18	FAM208B	7	3	18
18	LRP1	58	43	79
18	SON	6	3	16
18	TMOD2	0	0	6
18	FLNB	9	4	20
18	FOSB	11	5	22
18	DIP2C	9	4	20
18	KIDINS220	7	3	18
18	PCNX	4	2	13
18	POLQ	2	1	12
18	TNRC6A	4	2	13
18	AFF4	7	3	19
18	HIVEP2	0	0	7
18	MKI67	0	0	5
18	SPTBN1	8	4	17
18	TPR	6	3	16
18	PLXNA1	0	0	6
18	FBN2	70	55	90
18	KIAA1147	0	0	8
18	VPS13A	2	1	10
18	ABCA2	0	0	6
18	CBL	4	2	15
18	NKTR	4	2	12
18	REV3L	0	0	6
18	ASCC3	25	16	41
18	THBS1	566	526	606
18	PRRC2B	27	18	42
18	GTF3C1	13	7	24
18	DIP2B	0	0	7
18	IGF2R	8	4	17
18	PRKCA	7	3	18
18	LYST	2	1	11
18	ROCK2	14	8	25
18	MALAT1	0	0	5
18	LUZP1	2	1	12
18	CREBBP	14	7	27
18	VCAN	0	0	5
18	NOTCH2	4	2	14
18	UBR5	2	1	9
18	NUMA1	52	37	74
18	ZC3H13	2	1	10
18	CKAP5	7	3	17
18	PHIP	2	1	12
18	RNF169	0	0	7
18	PAPPA	23	14	37
18	KIAA1462	30	20	45
18	ALPK2	2	1	10
18	NRIP1	4	2	13
18	ARL10	2	1	11
18	COL5A1	63	48	84
27	SPTAN1	57	43	76
27	SCUBE3	64	48	85
27	AFAP1	0	0	7
27	UBR2	8	3	21
27	DIEXF	0	0	6
27	HERC2	2	1	11
27	MED14	0	0	6
27	SIPA1L3	0	0	6
27	FLNA	307	274	344
27	IQGAP1	22	14	34
27	KIAA1462	19	11	32
27	PRKCA	2	1	11
27	KIAA2018	0	0	6
27	ALMS1	0	0	6
27	FAM208B	4	2	14
27	ABCA2	0	0	6
27	NOTCH2	9	4	20
27	FZD4	4	2	15
27	AFF4	5	2	15
27	PRKDC	9	4	20
27	SLC38A1	11	5	22
27	LUZP1	0	0	7
27	DOPEY1	0	0	7
27	USP24	0	0	7
27	MYH10	4	2	11
27	PDS5A	4	2	14
27	KIAA1199	59	45	77
27	THBS1	173	151	199
27	PLXNA1	0	0	6
27	AMOTL1	10	4	22
27	FRY	13	6	28
27	UBR5	0	0	5
27	RNF169	13	6	27
27	C17orf51	0	0	6
27	ARL10	2	1	11
27	STARD9	0	0	7
27	ROCK2	8	4	17
27	VCAN	2	1	9
